F1,F2,F3,F4,F5,L
14.78,16.21,16.63,17.16,16.44,0
16.21,16.63,17.16,16.44,14.99,0
16.63,17.16,16.44,14.99,13.11,0
17.16,16.44,14.99,13.11,12.41,0
16.44,14.99,13.11,12.41,11.05,0
14.99,13.11,12.41,11.05,9.71,0
13.11,12.41,11.05,9.71,10.73,0
12.41,11.05,9.71,10.73,11.82,0
11.05,9.71,10.73,11.82,11.86,0
9.71,10.73,11.82,11.86,12.20,0
10.73,11.82,11.86,12.20,13.85,0
11.82,11.86,12.20,13.85,15.35,0
11.86,12.20,13.85,15.35,15.96,0
12.20,13.85,15.35,15.96,16.77,0
13.85,15.35,15.96,16.77,16.99,0
15.35,15.96,16.77,16.99,17.01,0
15.96,16.77,16.99,17.01,15.51,0
16.77,16.99,17.01,15.51,14.69,0
16.99,17.01,15.51,14.69,13.62,0
17.01,15.51,14.69,13.62,12.70,0
15.51,14.69,13.62,12.70,11.18,0
14.69,13.62,12.70,11.18,10.35,0
13.62,12.70,11.18,10.35,8.59,0
12.70,11.18,10.35,8.59,10.52,0
11.18,10.35,8.59,10.52,11.51,0
10.35,8.59,10.52,11.51,12.77,0
8.59,10.52,11.51,12.77,13.19,0
10.52,11.51,12.77,13.19,14.81,0
11.51,12.77,13.19,14.81,16.60,0
12.77,13.19,14.81,16.60,16.88,0
13.19,14.81,16.60,16.88,18.84,0
14.81,16.60,16.88,18.84,18.46,0
16.60,16.88,18.84,18.46,17.23,0
16.88,18.84,18.46,17.23,16.25,0
18.84,18.46,17.23,16.25,14.64,0
18.46,17.23,16.25,14.64,13.69,0
17.23,16.25,14.64,13.69,12.41,0
16.25,14.64,13.69,12.41,11.06,0
14.64,13.69,12.41,11.06,9.35,0
13.69,12.41,11.06,9.35,10.85,0
12.41,11.06,9.35,10.85,11.33,0
11.06,9.35,10.85,11.33,11.76,0
9.35,10.85,11.33,11.76,12.49,0
10.85,11.33,11.76,12.49,13.79,0
11.33,11.76,12.49,13.79,14.34,0
11.76,12.49,13.79,14.34,15.26,0
12.49,13.79,14.34,15.26,16.08,0
13.79,14.34,15.26,16.08,16.92,0
14.34,15.26,16.08,16.92,17.61,0
15.26,16.08,16.92,17.61,16.24,0
16.08,16.92,17.61,16.24,14.91,0
16.92,17.61,16.24,14.91,13.17,0
17.61,16.24,14.91,13.17,11.61,0
16.24,14.91,13.17,11.61,11.38,0
14.91,13.17,11.61,11.38,9.80,0
13.17,11.61,11.38,9.80,10.88,0
11.61,11.38,9.80,10.88,12.16,0
11.38,9.80,10.88,12.16,13.68,0
9.80,10.88,12.16,13.68,15.57,0
10.88,12.16,13.68,15.57,16.04,0
12.16,13.68,15.57,16.04,17.84,0
13.68,15.57,16.04,17.84,16.90,0
15.57,16.04,17.84,16.90,15.33,0
16.04,17.84,16.90,15.33,14.24,0
17.84,16.90,15.33,14.24,14.04,0
16.90,15.33,14.24,14.04,13.64,0
15.33,14.24,14.04,13.64,12.94,0
14.24,14.04,13.64,12.94,12.65,0
14.04,13.64,12.94,12.65,11.10,0
13.64,12.94,12.65,11.10,10.30,0
12.94,12.65,11.10,10.30,8.52,0
12.65,11.10,10.30,8.52,8.67,0
11.10,10.30,8.52,8.67,9.13,0
10.30,8.52,8.67,9.13,10.83,0
8.52,8.67,9.13,10.83,11.95,0
8.67,9.13,10.83,11.95,13.66,0
9.13,10.83,11.95,13.66,13.99,0
10.83,11.95,13.66,13.99,15.08,0
11.95,13.66,13.99,15.08,16.28,0
13.66,13.99,15.08,16.28,17.95,0
13.99,15.08,16.28,17.95,17.58,0
15.08,16.28,17.95,17.58,16.88,0
16.28,17.95,17.58,16.88,14.92,0
17.95,17.58,16.88,14.92,12.99,0
17.58,16.88,14.92,12.99,12.69,0
16.88,14.92,12.99,12.69,11.66,0
14.92,12.99,12.69,11.66,10.05,0
12.99,12.69,11.66,10.05,9.08,0
12.69,11.66,10.05,9.08,10.18,0
11.66,10.05,9.08,10.18,11.46,0
10.05,9.08,10.18,11.46,12.75,0
9.08,10.18,11.46,12.75,14.27,0
10.18,11.46,12.75,14.27,15.82,0
11.46,12.75,14.27,15.82,16.57,0
12.75,14.27,15.82,16.57,17.95,0
14.27,15.82,16.57,17.95,17.81,0
15.82,16.57,17.95,17.81,16.85,0
16.57,17.95,17.81,16.85,15.89,0
17.95,17.81,16.85,15.89,14.73,0
17.81,16.85,15.89,14.73,14.21,0
16.85,15.89,14.73,14.21,14.11,0
15.89,14.73,14.21,14.11,13.08,0
14.73,14.21,14.11,13.08,12.99,0
14.21,14.11,13.08,12.99,12.04,0
14.11,13.08,12.99,12.04,10.71,0
13.08,12.99,12.04,10.71,9.13,0
12.99,12.04,10.71,9.13,9.80,0
12.04,10.71,9.13,9.80,10.82,0
10.71,9.13,9.80,10.82,12.66,0
9.13,9.80,10.82,12.66,14.44,0
9.80,10.82,12.66,14.44,15.27,0
10.82,12.66,14.44,15.27,15.32,0
12.66,14.44,15.27,15.32,16.19,0
14.44,15.27,15.32,16.19,16.70,0
15.27,15.32,16.19,16.70,17.29,0
15.32,16.19,16.70,17.29,17.11,0
16.19,16.70,17.29,17.11,15.99,0
16.70,17.29,17.11,15.99,14.38,0
17.29,17.11,15.99,14.38,13.48,0
17.11,15.99,14.38,13.48,13.01,0
15.99,14.38,13.48,13.01,12.52,0
14.38,13.48,13.01,12.52,11.55,0
13.48,13.01,12.52,11.55,10.49,0
13.01,12.52,11.55,10.49,9.89,0
12.52,11.55,10.49,9.89,10.78,0
11.55,10.49,9.89,10.78,11.29,0
10.49,9.89,10.78,11.29,12.50,0
9.89,10.78,11.29,12.50,13.59,0
10.78,11.29,12.50,13.59,13.74,0
11.29,12.50,13.59,13.74,14.84,0
12.50,13.59,13.74,14.84,15.28,0
13.59,13.74,14.84,15.28,15.30,0
13.74,14.84,15.28,15.30,16.15,0
14.84,15.28,15.30,16.15,17.62,0
15.28,15.30,16.15,17.62,15.89,0
15.30,16.15,17.62,15.89,17.75,1
16.15,17.62,15.89,35.50,12.34,0
17.62,15.89,35.50,12.34,10.45,0
15.89,35.50,12.34,10.45,9.27,0
35.50,12.34,10.45,9.27,9.78,0
12.34,10.45,9.27,9.78,11.17,0
10.45,9.27,9.78,11.17,12.90,0
9.27,9.78,11.17,12.90,14.18,0
9.78,11.17,12.90,14.18,15.79,0
11.17,12.90,14.18,15.79,17.12,0
12.90,14.18,15.79,17.12,15.34,0
14.18,15.79,17.12,15.34,14.57,0
15.79,17.12,15.34,14.57,14.00,0
17.12,15.34,14.57,14.00,13.29,0
15.34,14.57,14.00,13.29,12.60,0
14.57,14.00,13.29,12.60,11.33,0
14.00,13.29,12.60,11.33,10.20,0
13.29,12.60,11.33,10.20,8.96,0
12.60,11.33,10.20,8.96,10.89,0
11.33,10.20,8.96,10.89,12.13,0
10.20,8.96,10.89,12.13,13.45,0
8.96,10.89,12.13,13.45,14.95,0
10.89,12.13,13.45,14.95,16.02,0
12.13,13.45,14.95,16.02,16.82,0
13.45,14.95,16.02,16.82,17.47,0
14.95,16.02,16.82,17.47,17.29,0
16.02,16.82,17.47,17.29,16.14,0
16.82,17.47,17.29,16.14,14.88,0
17.47,17.29,16.14,14.88,13.48,0
17.29,16.14,14.88,13.48,12.16,0
16.14,14.88,13.48,12.16,11.62,0
14.88,13.48,12.16,11.62,10.61,0
13.48,12.16,11.62,10.61,10.22,0
12.16,11.62,10.61,10.22,8.41,0
11.62,10.61,10.22,8.41,8.76,0
10.61,10.22,8.41,8.76,9.51,0
10.22,8.41,8.76,9.51,10.55,0
8.41,8.76,9.51,10.55,11.47,0
8.76,9.51,10.55,11.47,11.62,0
9.51,10.55,11.47,11.62,12.20,0
10.55,11.47,11.62,12.20,13.55,0
11.47,11.62,12.20,13.55,14.71,0
11.62,12.20,13.55,14.71,15.92,0
12.20,13.55,14.71,15.92,16.62,0
13.55,14.71,15.92,16.62,18.08,0
14.71,15.92,16.62,18.08,16.64,0
15.92,16.62,18.08,16.64,15.49,0
16.62,18.08,16.64,15.49,14.08,0
18.08,16.64,15.49,14.08,12.14,0
16.64,15.49,14.08,12.14,11.93,0
15.49,14.08,12.14,11.93,11.09,0
14.08,12.14,11.93,11.09,9.68,0
12.14,11.93,11.09,9.68,9.95,0
11.93,11.09,9.68,9.95,10.80,0
11.09,9.68,9.95,10.80,11.78,0
9.68,9.95,10.80,11.78,12.06,0
9.95,10.80,11.78,12.06,12.64,0
10.80,11.78,12.06,12.64,13.14,0
11.78,12.06,12.64,13.14,14.71,0
12.06,12.64,13.14,14.71,15.79,0
12.64,13.14,14.71,15.79,15.98,0
13.14,14.71,15.79,15.98,17.62,0
14.71,15.79,15.98,17.62,17.05,0
15.79,15.98,17.62,17.05,16.72,0
15.98,17.62,17.05,16.72,15.73,0
17.62,17.05,16.72,15.73,15.54,0
17.05,16.72,15.73,15.54,15.46,0
16.72,15.73,15.54,15.46,13.59,0
15.73,15.54,15.46,13.59,13.40,0
15.54,15.46,13.59,13.40,12.19,0
15.46,13.59,13.40,12.19,10.62,0
13.59,13.40,12.19,10.62,10.56,0
13.40,12.19,10.62,10.56,9.96,0
12.19,10.62,10.56,9.96,11.30,0
10.62,10.56,9.96,11.30,12.75,0
10.56,9.96,11.30,12.75,13.28,0
9.96,11.30,12.75,13.28,14.69,0
11.30,12.75,13.28,14.69,15.54,0
12.75,13.28,14.69,15.54,17.29,0
13.28,14.69,15.54,17.29,15.44,0
14.69,15.54,17.29,15.44,13.92,0
15.54,17.29,15.44,13.92,12.65,0
17.29,15.44,13.92,12.65,11.80,0
15.44,13.92,12.65,11.80,10.06,0
13.92,12.65,11.80,10.06,9.58,0
12.65,11.80,10.06,9.58,11.54,0
11.80,10.06,9.58,11.54,12.01,0
10.06,9.58,11.54,12.01,12.55,0
9.58,11.54,12.01,12.55,14.28,0
11.54,12.01,12.55,14.28,14.73,0
12.01,12.55,14.28,14.73,15.34,0
12.55,14.28,14.73,15.34,15.98,0
14.28,14.73,15.34,15.98,16.93,0
14.73,15.34,15.98,16.93,18.88,0
15.34,15.98,16.93,18.88,17.08,0
15.98,16.93,18.88,17.08,17.01,0
16.93,18.88,17.08,17.01,16.44,0
18.88,17.08,17.01,16.44,14.99,0
17.08,17.01,16.44,14.99,14.85,0
17.01,16.44,14.99,14.85,14.65,0
16.44,14.99,14.85,14.65,13.03,0
14.99,14.85,14.65,13.03,11.87,0
14.85,14.65,13.03,11.87,11.87,0
14.65,13.03,11.87,11.87,11.62,0
13.03,11.87,11.87,11.62,9.70,0
11.87,11.87,11.62,9.70,10.99,0
11.87,11.62,9.70,10.99,11.04,0
11.62,9.70,10.99,11.04,11.56,0
9.70,10.99,11.04,11.56,13.42,0
10.99,11.04,11.56,13.42,13.86,0
11.04,11.56,13.42,13.86,14.07,0
11.56,13.42,13.86,14.07,14.95,0
13.42,13.86,14.07,14.95,15.92,0
13.86,14.07,14.95,15.92,17.85,0
14.07,14.95,15.92,17.85,17.02,0
14.95,15.92,17.85,17.02,16.13,0
15.92,17.85,17.02,16.13,15.17,0
17.85,17.02,16.13,15.17,13.87,0
17.02,16.13,15.17,13.87,12.08,0
16.13,15.17,13.87,12.08,11.32,0
15.17,13.87,12.08,11.32,10.41,0
13.87,12.08,11.32,10.41,9.95,0
12.08,11.32,10.41,9.95,11.91,0
11.32,10.41,9.95,11.91,13.38,0
10.41,9.95,11.91,13.38,13.70,0
9.95,11.91,13.38,13.70,14.04,0
11.91,13.38,13.70,14.04,15.78,0
13.38,13.70,14.04,15.78,15.79,0
13.70,14.04,15.78,15.79,16.09,0
14.04,15.78,15.79,16.09,16.19,0
15.78,15.79,16.09,16.19,17.09,0
15.79,16.09,16.19,17.09,16.86,0
16.09,16.19,17.09,16.86,16.29,0
16.19,17.09,16.86,16.29,16.07,0
17.09,16.86,16.29,16.07,15.39,0
16.86,16.29,16.07,15.39,14.95,0
16.29,16.07,15.39,14.95,14.00,0
16.07,15.39,14.95,14.00,12.60,0
15.39,14.95,14.00,12.60,12.01,0
14.95,14.00,12.60,12.01,10.97,0
14.00,12.60,12.01,10.97,9.89,0
12.60,12.01,10.97,9.89,10.89,0
12.01,10.97,9.89,10.89,12.34,0
10.97,9.89,10.89,12.34,13.41,0
9.89,10.89,12.34,13.41,13.45,0
10.89,12.34,13.41,13.45,15.31,0
12.34,13.41,13.45,15.31,16.45,0
13.41,13.45,15.31,16.45,16.92,0
13.45,15.31,16.45,16.92,17.25,0
15.31,16.45,16.92,17.25,16.18,0
16.45,16.92,17.25,16.18,15.08,0
16.92,17.25,16.18,15.08,14.91,0
17.25,16.18,15.08,14.91,14.49,0
16.18,15.08,14.91,14.49,13.95,0
15.08,14.91,14.49,13.95,12.91,0
14.91,14.49,13.95,12.91,11.96,0
14.49,13.95,12.91,11.96,11.79,0
13.95,12.91,11.96,11.79,10.54,0
12.91,11.96,11.79,10.54,10.04,0
11.96,11.79,10.54,10.04,8.76,0
11.79,10.54,10.04,8.76,9.72,0
10.54,10.04,8.76,9.72,10.37,0
10.04,8.76,9.72,10.37,11.12,0
8.76,9.72,10.37,11.12,12.92,0
9.72,10.37,11.12,12.92,13.56,0
10.37,11.12,12.92,13.56,15.12,0
11.12,12.92,13.56,15.12,16.66,0
12.92,13.56,15.12,16.66,17.68,0
13.56,15.12,16.66,17.68,17.41,0
15.12,16.66,17.68,17.41,17.01,0
16.66,17.68,17.41,17.01,16.54,0
17.68,17.41,17.01,16.54,14.63,0
17.41,17.01,16.54,14.63,13.31,0
17.01,16.54,14.63,13.31,12.74,0
16.54,14.63,13.31,12.74,12.70,0
14.63,13.31,12.74,12.70,11.73,0
13.31,12.74,12.70,11.73,10.78,0
12.74,12.70,11.73,10.78,10.00,0
12.70,11.73,10.78,10.00,11.01,0
11.73,10.78,10.00,11.01,12.41,0
10.78,10.00,11.01,12.41,12.99,0
10.00,11.01,12.41,12.99,13.01,0
11.01,12.41,12.99,13.01,14.09,0
12.41,12.99,13.01,14.09,15.51,0
12.99,13.01,14.09,15.51,16.05,0
13.01,14.09,15.51,16.05,16.20,0
14.09,15.51,16.05,16.20,17.67,0
15.51,16.05,16.20,17.67,17.55,0
16.05,16.20,17.67,17.55,17.53,0
16.20,17.67,17.55,17.53,16.68,0
17.67,17.55,17.53,16.68,15.75,0
17.55,17.53,16.68,15.75,15.66,0
17.53,16.68,15.75,15.66,15.02,0
16.68,15.75,15.66,15.02,14.95,0
15.75,15.66,15.02,14.95,13.15,0
15.66,15.02,14.95,13.15,11.60,0
15.02,14.95,13.15,11.60,11.37,0
14.95,13.15,11.60,11.37,9.80,0
13.15,11.60,11.37,9.80,10.69,0
11.60,11.37,9.80,10.69,12.05,0
11.37,9.80,10.69,12.05,16.08,1
9.80,10.69,12.05,32.16,13.63,0
10.69,12.05,32.16,13.63,14.20,0
12.05,32.16,13.63,14.20,14.91,0
32.16,13.63,14.20,14.91,15.76,0
13.63,14.20,14.91,15.76,16.02,0
14.20,14.91,15.76,16.02,16.99,0
14.91,15.76,16.02,16.99,18.64,0
15.76,16.02,16.99,18.64,17.71,0
16.02,16.99,18.64,17.71,17.58,0
16.99,18.64,17.71,17.58,17.22,0
18.64,17.71,17.58,17.22,15.68,0
17.71,17.58,17.22,15.68,13.79,0
17.58,17.22,15.68,13.79,13.01,0
17.22,15.68,13.79,13.01,12.95,0
15.68,13.79,13.01,12.95,12.06,0
13.79,13.01,12.95,12.06,11.33,0
13.01,12.95,12.06,11.33,10.31,0
12.95,12.06,11.33,10.31,9.48,0
12.06,11.33,10.31,9.48,9.88,0
11.33,10.31,9.48,9.88,11.73,0
10.31,9.48,9.88,11.73,12.11,0
9.48,9.88,11.73,12.11,13.75,0
9.88,11.73,12.11,13.75,15.47,0
11.73,12.11,13.75,15.47,15.51,0
12.11,13.75,15.47,15.51,17.34,0
13.75,15.47,15.51,17.34,16.38,0
15.47,15.51,17.34,16.38,15.11,0
15.51,17.34,16.38,15.11,14.90,0
17.34,16.38,15.11,14.90,13.57,0
16.38,15.11,14.90,13.57,13.17,0
15.11,14.90,13.57,13.17,12.31,0
14.90,13.57,13.17,12.31,11.15,0
13.57,13.17,12.31,11.15,9.46,0
13.17,12.31,11.15,9.46,10.51,0
12.31,11.15,9.46,10.51,11.47,0
11.15,9.46,10.51,11.47,12.28,0
9.46,10.51,11.47,12.28,13.29,0
10.51,11.47,12.28,13.29,14.42,0
11.47,12.28,13.29,14.42,14.54,0
12.28,13.29,14.42,14.54,15.11,0
13.29,14.42,14.54,15.11,16.31,0
14.42,14.54,15.11,16.31,17.29,0
14.54,15.11,16.31,17.29,16.64,0
15.11,16.31,17.29,16.64,14.84,0
16.31,17.29,16.64,14.84,13.02,0
17.29,16.64,14.84,13.02,12.56,0
16.64,14.84,13.02,12.56,11.77,0
14.84,13.02,12.56,11.77,11.16,0
13.02,12.56,11.77,11.16,10.86,0
12.56,11.77,11.16,10.86,10.55,0
11.77,11.16,10.86,10.55,9.61,0
11.16,10.86,10.55,9.61,10.33,0
10.86,10.55,9.61,10.33,11.95,0
10.55,9.61,10.33,11.95,13.90,0
9.61,10.33,11.95,13.90,14.86,0
10.33,11.95,13.90,14.86,15.73,0
11.95,13.90,14.86,15.73,17.18,0
13.90,14.86,15.73,17.18,16.46,0
14.86,15.73,17.18,16.46,16.15,0
15.73,17.18,16.46,16.15,15.83,0
17.18,16.46,16.15,15.83,14.88,0
16.46,16.15,15.83,14.88,13.03,0
16.15,15.83,14.88,13.03,12.92,0
15.83,14.88,13.03,12.92,11.08,0
14.88,13.03,12.92,11.08,10.21,0
13.03,12.92,11.08,10.21,8.42,0
12.92,11.08,10.21,8.42,10.33,0
11.08,10.21,8.42,10.33,11.84,0
10.21,8.42,10.33,11.84,11.96,0
8.42,10.33,11.84,11.96,13.78,0
10.33,11.84,11.96,13.78,14.01,0
11.84,11.96,13.78,14.01,15.14,0
11.96,13.78,14.01,15.14,16.26,0
13.78,14.01,15.14,16.26,17.01,0
14.01,15.14,16.26,17.01,15.11,0
15.14,16.26,17.01,15.11,13.93,0
16.26,17.01,15.11,13.93,12.34,0
17.01,15.11,13.93,12.34,10.59,0
15.11,13.93,12.34,10.59,10.54,0
13.93,12.34,10.59,10.54,8.56,0
12.34,10.59,10.54,8.56,10.12,0
10.59,10.54,8.56,10.12,10.23,0
10.54,8.56,10.12,10.23,11.80,0
8.56,10.12,10.23,11.80,13.57,0
10.12,10.23,11.80,13.57,15.34,0
10.23,11.80,13.57,15.34,15.53,0
11.80,13.57,15.34,15.53,15.63,0
13.57,15.34,15.53,15.63,16.80,0
15.34,15.53,15.63,16.80,17.97,0
15.53,15.63,16.80,17.97,16.76,0
15.63,16.80,17.97,16.76,16.38,0
16.80,17.97,16.76,16.38,14.73,0
17.97,16.76,16.38,14.73,13.54,0
16.76,16.38,14.73,13.54,12.12,0
16.38,14.73,13.54,12.12,10.47,0
14.73,13.54,12.12,10.47,10.24,0
13.54,12.12,10.47,10.24,8.61,0
12.12,10.47,10.24,8.61,10.00,0
10.47,10.24,8.61,10.00,10.87,0
10.24,8.61,10.00,10.87,11.88,0
8.61,10.00,10.87,11.88,13.06,0
10.00,10.87,11.88,13.06,14.48,0
10.87,11.88,13.06,14.48,15.49,0
11.88,13.06,14.48,15.49,16.66,0
13.06,14.48,15.49,16.66,18.62,0
14.48,15.49,16.66,18.62,18.19,0
15.49,16.66,18.62,18.19,17.60,0
16.66,18.62,18.19,17.60,17.07,0
18.62,18.19,17.60,17.07,16.91,0
18.19,17.60,17.07,16.91,15.21,0
17.60,17.07,16.91,15.21,14.50,0
17.07,16.91,15.21,14.50,14.40,0
16.91,15.21,14.50,14.40,12.48,0
15.21,14.50,14.40,12.48,11.64,0
14.50,14.40,12.48,11.64,11.19,0
14.40,12.48,11.64,11.19,10.35,0
12.48,11.64,11.19,10.35,8.86,0
11.64,11.19,10.35,8.86,9.29,0
11.19,10.35,8.86,9.29,10.69,0
10.35,8.86,9.29,10.69,11.60,0
8.86,9.29,10.69,11.60,12.46,0
9.29,10.69,11.60,12.46,13.99,0
10.69,11.60,12.46,13.99,14.29,0
11.60,12.46,13.99,14.29,14.56,0
12.46,13.99,14.29,14.56,15.19,0
13.99,14.29,14.56,15.19,16.92,0
14.29,14.56,15.19,16.92,18.65,0
14.56,15.19,16.92,18.65,18.60,0
15.19,16.92,18.65,18.60,17.16,0
16.92,18.65,18.60,17.16,16.98,0
18.65,18.60,17.16,16.98,15.13,0
18.60,17.16,16.98,15.13,14.34,0
17.16,16.98,15.13,14.34,13.87,0
16.98,15.13,14.34,13.87,13.37,0
15.13,14.34,13.87,13.37,11.99,0
14.34,13.87,13.37,11.99,11.59,0
13.87,13.37,11.99,11.59,10.09,0
13.37,11.99,11.59,10.09,8.62,0
11.99,11.59,10.09,8.62,9.41,0
11.59,10.09,8.62,9.41,10.13,0
10.09,8.62,9.41,10.13,10.97,0
8.62,9.41,10.13,10.97,11.12,0
9.41,10.13,10.97,11.12,12.96,0
10.13,10.97,11.12,12.96,14.79,0
10.97,11.12,12.96,14.79,15.87,0
11.12,12.96,14.79,15.87,15.89,0
12.96,14.79,15.87,15.89,15.94,0
14.79,15.87,15.89,15.94,16.18,0
15.87,15.89,15.94,16.18,16.33,0
15.89,15.94,16.18,16.33,16.70,0
15.94,16.18,16.33,16.70,17.90,0
16.18,16.33,16.70,17.90,17.15,0
16.33,16.70,17.90,17.15,16.43,0
16.70,17.90,17.15,16.43,15.94,0
17.90,17.15,16.43,15.94,14.07,0
17.15,16.43,15.94,14.07,13.66,0
16.43,15.94,14.07,13.66,12.86,0
15.94,14.07,13.66,12.86,11.52,0
14.07,13.66,12.86,11.52,10.01,0
13.66,12.86,11.52,10.01,8.68,0
12.86,11.52,10.01,8.68,10.66,0
11.52,10.01,8.68,10.66,11.30,0
10.01,8.68,10.66,11.30,12.21,0
8.68,10.66,11.30,12.21,14.15,0
10.66,11.30,12.21,14.15,15.18,0
11.30,12.21,14.15,15.18,16.70,0
12.21,14.15,15.18,16.70,17.12,0
14.15,15.18,16.70,17.12,15.50,0
15.18,16.70,17.12,15.50,14.84,0
16.70,17.12,15.50,14.84,12.89,0
17.12,15.50,14.84,12.89,12.33,0
15.50,14.84,12.89,12.33,10.97,0
14.84,12.89,12.33,10.97,10.57,0
12.89,12.33,10.97,10.57,9.75,0
12.33,10.97,10.57,9.75,11.55,0
10.97,10.57,9.75,11.55,11.85,0
10.57,9.75,11.55,11.85,12.50,0
9.75,11.55,11.85,12.50,13.38,0
11.55,11.85,12.50,13.38,15.14,0
11.85,12.50,13.38,15.14,16.93,0
12.50,13.38,15.14,16.93,18.58,0
13.38,15.14,16.93,18.58,16.77,0
15.14,16.93,18.58,16.77,16.48,0
16.93,18.58,16.77,16.48,14.91,0
18.58,16.77,16.48,14.91,14.37,0
16.77,16.48,14.91,14.37,12.53,0
16.48,14.91,14.37,12.53,11.16,0
14.91,14.37,12.53,11.16,11.05,0
14.37,12.53,11.16,11.05,9.45,0
12.53,11.16,11.05,9.45,10.86,0
11.16,11.05,9.45,10.86,11.05,0
11.05,9.45,10.86,11.05,12.00,0
9.45,10.86,11.05,12.00,12.37,0
10.86,11.05,12.00,12.37,13.46,0
11.05,12.00,12.37,13.46,14.25,0
12.00,12.37,13.46,14.25,14.47,0
12.37,13.46,14.25,14.47,15.86,0
13.46,14.25,14.47,15.86,16.17,0
14.25,14.47,15.86,16.17,16.48,0
14.47,15.86,16.17,16.48,22.93,1
15.86,16.17,16.48,45.87,16.83,0
16.17,16.48,45.87,16.83,15.16,0
16.48,45.87,16.83,15.16,13.59,0
45.87,16.83,15.16,13.59,12.49,0
16.83,15.16,13.59,12.49,10.84,0
15.16,13.59,12.49,10.84,9.02,0
13.59,12.49,10.84,9.02,10.43,0
12.49,10.84,9.02,10.43,11.59,0
10.84,9.02,10.43,11.59,11.78,0
9.02,10.43,11.59,11.78,12.28,0
10.43,11.59,11.78,12.28,13.81,0
11.59,11.78,12.28,13.81,15.38,0
11.78,12.28,13.81,15.38,15.51,0
12.28,13.81,15.38,15.51,17.33,0
13.81,15.38,15.51,17.33,16.07,0
15.38,15.51,17.33,16.07,15.25,0
15.51,17.33,16.07,15.25,14.90,0
17.33,16.07,15.25,14.90,13.97,0
16.07,15.25,14.90,13.97,13.85,0
15.25,14.90,13.97,13.85,13.13,0
14.90,13.97,13.85,13.13,12.49,0
13.97,13.85,13.13,12.49,11.50,0
13.85,13.13,12.49,11.50,10.56,0
13.13,12.49,11.50,10.56,9.76,0
12.49,11.50,10.56,9.76,11.48,0
11.50,10.56,9.76,11.48,12.76,0
10.56,9.76,11.48,12.76,14.03,0
9.76,11.48,12.76,14.03,14.74,0
11.48,12.76,14.03,14.74,14.85,0
12.76,14.03,14.74,14.85,16.61,0
14.03,14.74,14.85,16.61,18.34,0
14.74,14.85,16.61,18.34,16.96,0
14.85,16.61,18.34,16.96,16.81,0
16.61,18.34,16.96,16.81,15.60,0
18.34,16.96,16.81,15.60,15.03,0
16.96,16.81,15.60,15.03,13.36,0
16.81,15.60,15.03,13.36,13.01,0
15.60,15.03,13.36,13.01,11.63,0
15.03,13.36,13.01,11.63,10.80,0
13.36,13.01,11.63,10.80,9.32,0
13.01,11.63,10.80,9.32,9.57,0
11.63,10.80,9.32,9.57,10.35,0
10.80,9.32,9.57,10.35,12.18,0
9.32,9.57,10.35,12.18,13.33,0
9.57,10.35,12.18,13.33,13.69,0
10.35,12.18,13.33,13.69,13.89,0
12.18,13.33,13.69,13.89,15.61,0
13.33,13.69,13.89,15.61,15.88,0
13.69,13.89,15.61,15.88,16.20,0
13.89,15.61,15.88,16.20,17.02,0
15.61,15.88,16.20,17.02,16.32,0
15.88,16.20,17.02,16.32,14.67,0
16.20,17.02,16.32,14.67,12.98,0
17.02,16.32,14.67,12.98,11.75,0
16.32,14.67,12.98,11.75,11.49,0
14.67,12.98,11.75,11.49,9.56,0
12.98,11.75,11.49,9.56,10.49,0
11.75,11.49,9.56,10.49,11.99,0
11.49,9.56,10.49,11.99,13.74,0
9.56,10.49,11.99,13.74,14.43,0
10.49,11.99,13.74,14.43,14.47,0
11.99,13.74,14.43,14.47,15.13,0
13.74,14.43,14.47,15.13,16.63,0
14.43,14.47,15.13,16.63,18.16,0
14.47,15.13,16.63,18.16,17.41,0
15.13,16.63,18.16,17.41,15.91,0
16.63,18.16,17.41,15.91,15.80,0
18.16,17.41,15.91,15.80,15.21,0
17.41,15.91,15.80,15.21,14.00,0
15.91,15.80,15.21,14.00,13.10,0
15.80,15.21,14.00,13.10,12.58,0
15.21,14.00,13.10,12.58,11.40,0
14.00,13.10,12.58,11.40,10.32,0
13.10,12.58,11.40,10.32,10.12,0
12.58,11.40,10.32,10.12,9.51,0
11.40,10.32,10.12,9.51,10.93,0
10.32,10.12,9.51,10.93,11.91,0
10.12,9.51,10.93,11.91,12.94,0
9.51,10.93,11.91,12.94,13.26,0
10.93,11.91,12.94,13.26,14.39,0
11.91,12.94,13.26,14.39,16.11,0
12.94,13.26,14.39,16.11,17.21,0
13.26,14.39,16.11,17.21,16.32,0
14.39,16.11,17.21,16.32,14.72,0
16.11,17.21,16.32,14.72,14.14,0
17.21,16.32,14.72,14.14,13.22,0
16.32,14.72,14.14,13.22,11.34,0
14.72,14.14,13.22,11.34,9.88,0
14.14,13.22,11.34,9.88,11.72,0
13.22,11.34,9.88,11.72,12.76,0
11.34,9.88,11.72,12.76,13.54,0
9.88,11.72,12.76,13.54,13.65,0
11.72,12.76,13.54,13.65,13.66,0
12.76,13.54,13.65,13.66,14.13,0
13.54,13.65,13.66,14.13,14.89,0
13.65,13.66,14.13,14.89,14.96,0
13.66,14.13,14.89,14.96,15.30,0
14.13,14.89,14.96,15.30,16.70,0
14.89,14.96,15.30,16.70,17.17,0
